ott_id,species_name,ott_accepted_name,ott_unique_name,taxon_rank,kingdom,phylum,class,order,family,genus,major_clades,full_lineage,ncbi_taxid,gbif_id,irmng_id,ncbi_name,ncbi_family,ncbi_order,ncbi_class,ncbi_confirms_family,chromosome_number_1n,chromosome_number_2n,flag_chromosome_conflict,n_map_records,source_species_string,source_ott_id,source_supergroup,source_group,source_class,source_order,source_family,ott_match_score,flag_ott_id_changed,ott_change_type,ott_change_note,flag_name_is_synonym,flag_fuzzy_match,flag_not_species_rank,flag_unresolved,flag_source_family_differs,source_family_issue,flag_duplicate_taxon,duplicate_taxon_note,eukaryote_supergroup
ott307879,Agrostis stolonifera,Agrostis stolonifera,Agrostis stolonifera,species,Chloroplastida,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,Poeae Chloroplast Group 1 (Aveneae type); Poodae; BOP clade; commelinids; Mesangiospermae; Spermatophyta,Agrostis; Agrostidinae; Poeae Chloroplast Group 1 (Aveneae type); Poeae; Poodae; Pooideae; BOP clade; Poaceae; Poales; commelinids; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,63632,2706435,10716636,Agrostis stolonifera,Poaceae,Poales,Magnoliopsida,True,14,28,False,1,Agrostis_stolonifera,307879,Archaeplastida,Plants,Monocots,Poales,Poaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott781600,Allium cepa,Allium cepa,Allium cepa,species,Chloroplastida,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,Mesangiospermae; Spermatophyta; Euphyllophyta; Embryophyta; cellular organisms; life,Allium; Allieae; Allioideae; Amaryllidaceae; Asparagales; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,4679,2857697,10201687,Allium cepa,Amaryllidaceae,Asparagales,Magnoliopsida,True,9,18,False,1,Allium_cepa,781600,Archaeplastida,Plants,Monocots,Asparagales,Amaryllidaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott856720,Allium fistulosum,Allium fistulosum,Allium fistulosum,species,Chloroplastida,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,Mesangiospermae; Spermatophyta; Euphyllophyta; Embryophyta; cellular organisms; life,Allium; Allieae; Allioideae; Amaryllidaceae; Asparagales; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,35875,2856504,10766635,Allium fistulosum,Amaryllidaceae,Asparagales,Magnoliopsida,True,8,16,False,1,Allium_fistulosum,856720,Archaeplastida,Plants,Monocots,Asparagales,Amaryllidaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott317810,Amaranthus hybridus,Amaranthus hybridus,Amaranthus hybridus,species,Chloroplastida,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Pentapetalae; Gunneridae; eudicotyledons; Mesangiospermae; Spermatophyta; Euphyllophyta,Amaranthus; Amaranthaceae; Caryophyllales; Pentapetalae; Gunneridae; eudicotyledons; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,3565,5384364,10894924,Amaranthus hybridus,Amaranthaceae,Caryophyllales,Magnoliopsida,True,16,32,False,1,Amaranthus_hybridus,317810,Archaeplastida,Plants,Eudicots,Caryophyllales,Amaranthaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott1092552,Ambystoma tigrinum,Ambystoma tigrinum,Ambystoma tigrinum,species,Metazoa,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Dipnotetrapodomorpha; Euteleostomi; Teleostomi; Deuterostomia; Bilateria; Eumetazoa,Ambystoma; Ambystomatidae; Salamandroidea; Caudata; Batrachia; Amphibia; Tetrapoda; Dipnotetrapodomorpha; Sarcopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,8305,2431993,11193777,Ambystoma tigrinum,Ambystomatidae,Caudata,Amphibia,True,14,28,False,1,Ambystoma_tigrinum,135594,Opisthokonta ,Animals,Amphibia,Caudata,Ambystomatidae,1.0,True,stored_was_infraspecific,Stored id pointed to subspecies 'Ambystoma tigrinum tigrinum'.,False,False,False,False,False,,False,,Metazoa
ott513777,Amphilophus astorquii,Amphilophus astorquii,Amphilophus astorquii,species,Metazoa,Chordata,Actinopteri,Cichliformes,Cichlidae,Amphilophus,New World cichlids; Ovalentaria; Percomorphaceae; Euacanthomorphacea; Ctenosquamata; Eurypterygia,Amphilophus; Heroini; Cichlasomatinae; New World cichlids; Cichlidae; Cichliformes; Cichlomorphae; Ovalentaria; Percomorphaceae; Euacanthomorphacea; Acanthomorphata; Ctenosquamata; Eurypterygia; Neoteleostei; Euteleosteomorpha; Clupeocephala; Osteoglossocephalai; Teleostei; Neopterygii; Actinopteri; Actinopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,676247,2370132,,Amphilophus astorquii,Cichlidae,Cichliformes,Actinopteri,True,24,48,False,1,Amphilophus_astorquii,513777,Opisthokonta ,Animals,Actinopterygii,Perciformes,Cichlidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott1016450,Amylostereum areolatum,Amylostereum areolatum,Amylostereum areolatum,species,Fungi,Basidiomycota,Agaricomycetes,Russulales,Amylostereaceae,Amylostereum,h2007-1; h2007-2; Nucletmycea; Opisthokonta; cellular organisms; life,Amylostereum; Amylostereaceae; Russulales; Agaricomycetes; Agaricomycotina; Basidiomycota; Dikarya; h2007-1; h2007-2; Fungi; Nucletmycea; Opisthokonta; Eukaryota; cellular organisms; life,103385,8693982,10880849,Amylostereum areolatum,Stereaceae,Russulales,Agaricomycetes,False,,,False,1,Amylostereum_areolatum,1016450,Opisthokonta ,Fungi,Agaricomycetes,Russulales,Amylostereaceae,1.0,False,,,False,False,False,False,False,,False,,Fungi
ott627039,Ananas comosus,Ananas comosus,Ananas comosus,species,Chloroplastida,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Ananas,commelinids; Mesangiospermae; Spermatophyta; Euphyllophyta; Embryophyta; cellular organisms,Ananas; Bromelioideae; Bromeliaceae; Poales; commelinids; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,4615,5288819,10207532,Ananas comosus,Bromeliaceae,Poales,Magnoliopsida,True,25,50,False,1,Ananas_comosus,627039,Archaeplastida,Plants,Monocots,Poales,Bromeliaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott765167,Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,species,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,Coelurosauria; Theropoda; Archosauria; Archelosauria; Sauropsida; Amniota,Anas; Anatinae; Anatidae; Anseriformes; Galloanserae; Neognathae; Aves; Coelurosauria; Theropoda; Saurischia; Dinosauria; Archosauria; Archelosauria; Sauria; Sauropsida; Amniota; Tetrapoda; Dipnotetrapodomorpha; Sarcopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,8839,9761484,10840147,Anas platyrhynchos,Anatidae,Anseriformes,Aves,True,40,80,False,1,Anas_platyrhynchos,765167,Opisthokonta ,Animals,Aves,Anseriformes,Anatidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott854198,Anguilla japonica,Anguilla japonica,Anguilla japonica,species,Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Elopocephala; Elopocephalai; Euteleostomi; Teleostomi; Deuterostomia; Bilateria,Anguilla; Anguillidae; Anguilliformes; Elopomorpha; Elopocephala; Elopocephalai; Teleostei; Neopterygii; Actinopteri; Actinopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,7937,5213022,11126209,Anguilla japonica,Anguillidae,Anguilliformes,Actinopteri,True,19,38,False,1,Anguilla_japonica,854198,Opisthokonta ,Animals,Actinopterygii,Anguilliformes,Anguillidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott286257,Anopheles funestus,Anopheles funestus,Anopheles funestus,species,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Myzomyia,Dicondylia; Pancrustacea; Mandibulata; Panarthropoda; Ecdysozoa; Protostomia,funestus subgroup; funestus group; Myzomyia; Cellia; Anopheles; Anophelinae; Culicidae; Culicoidea; Culicomorpha; Nematocera; Diptera; Holometabola; Neoptera; Pterygota; Dicondylia; Insecta; Hexapoda; Pancrustacea; Mandibulata; Arthropoda; Panarthropoda; Ecdysozoa; Protostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,62324,1650158,11190645,Anopheles funestus,Culicidae,Diptera,Insecta,True,3,6,False,1,Anopheles_funestus,286257,Opisthokonta ,Animals,Insecta,Diptera,Culicidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott553555,Anopheles gambiae,Anopheles gambiae,Anopheles gambiae,species,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,gambiae species complex; Pyretophorus; Dicondylia; Pancrustacea; Mandibulata; Panarthropoda,gambiae species complex; Pyretophorus; Cellia; Anopheles; Anophelinae; Culicidae; Culicoidea; Culicomorpha; Nematocera; Diptera; Holometabola; Neoptera; Pterygota; Dicondylia; Insecta; Hexapoda; Pancrustacea; Mandibulata; Arthropoda; Panarthropoda; Ecdysozoa; Protostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,7165,1650518,11421884,Anopheles gambiae,Culicidae,Diptera,Insecta,True,3,6,False,1,Anopheles_gambiae,553555,Opisthokonta ,Animals,Insecta,Diptera,Culicidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott441856,Anoplopoma fimbria,Anoplopoma fimbria,Anoplopoma fimbria,species,Metazoa,Chordata,Actinopteri,Perciformes,Anoplopomatidae,Anoplopoma,Eupercaria; Percomorphaceae; Euacanthomorphacea; Ctenosquamata; Eurypterygia; Neoteleostei,Anoplopoma; Anoplopomatidae; Anoplopomatales; Cottioidei; Perciformes; Eupercaria; Percomorphaceae; Euacanthomorphacea; Acanthomorphata; Ctenosquamata; Eurypterygia; Neoteleostei; Euteleosteomorpha; Clupeocephala; Osteoglossocephalai; Teleostei; Neopterygii; Actinopteri; Actinopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,229290,2335062,11188075,Anoplopoma fimbria,Anoplopomatidae,Perciformes,Actinopteri,True,24,48,False,1,Anoplopoma_fimbria,441856,Opisthokonta ,Animals,Actinopterygii,Scorpaeniformes,Anoplopomatidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott319626,Anthurium andreanum,Anthurium andraeanum,Anthurium andraeanum,species,Chloroplastida,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Mesangiospermae; Spermatophyta; Euphyllophyta; Embryophyta; cellular organisms; life,Anthurium; Potheae; Pothoideae; Araceae; Alismatales; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,226677,2872695,11371121,Anthurium andraeanum,Araceae,Alismatales,Magnoliopsida,True,15,30,False,1,Anthurium_andreanum,3999674,Archaeplastida,Plants,Monocots,Alismatales,Araceae,0.949999988079071,True,same_genus_diff_species,Stored id was 'Anthurium longicaudatum'; name now resolves to 'Anthurium andraeanum'.,False,True,False,False,False,,False,,Chloroplastida
ott3999598,Anthurium ornatum,Anthurium nymphaeifolium,Anthurium nymphaeifolium,species,Chloroplastida,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,Mesangiospermae; Spermatophyta; Euphyllophyta; Embryophyta; cellular organisms; life,Anthurium; Potheae; Pothoideae; Araceae; Alismatales; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,,2873486,11008491,,,,,,15,30,False,1,Anthurium_ornatum,3999684,Archaeplastida,Plants,Monocots,Alismatales,Araceae,1.0,True,same_genus_diff_species,Stored id was 'Anthurium punctatum'; name now resolves to 'Anthurium nymphaeifolium'.,True,False,False,False,False,,False,,Chloroplastida
ott625771,Apis cerana,Apis cerana,Apis cerana,species,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Dicondylia; Pancrustacea; Mandibulata; Panarthropoda; Ecdysozoa; Protostomia,Apis; Apini; Apinae; Apidae; Apoidea; Aculeata; Apocrita; Hymenoptera; Holometabola; Neoptera; Pterygota; Dicondylia; Insecta; Hexapoda; Pancrustacea; Mandibulata; Arthropoda; Panarthropoda; Ecdysozoa; Protostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,7461,1341979,10266109,Apis cerana,Apidae,Hymenoptera,Insecta,True,16,32,False,1,Apis_cerana,625771,Opisthokonta ,Animals,Insecta,Hymenoptera,Apidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott461645,Apis mellifera,Apis mellifera,Apis mellifera (species in domain Eukaryota),species,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Dicondylia; Pancrustacea; Mandibulata; Panarthropoda; Ecdysozoa; Protostomia,Apis; Apini; Apinae; Apidae; Apoidea; Aculeata; Apocrita; Hymenoptera; Holometabola; Neoptera; Pterygota; Dicondylia; Insecta; Hexapoda; Pancrustacea; Mandibulata; Arthropoda; Panarthropoda; Ecdysozoa; Protostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,7460,1341976,11307057,Apis mellifera,Apidae,Hymenoptera,Insecta,True,16,32,False,2,Apis_mellifera,461645,Opisthokonta ,Animals,Insecta,Hymenoptera,Apidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott721060,Apostichopus japonicus,Apostichopus japonicus,Apostichopus japonicus,species,Metazoa,,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus,Eleutherozoa; Echinodermata; Ambulacraria; Deuterostomia; Bilateria; Eumetazoa,Apostichopus; Stichopodidae; Aspidochirotida; Aspidochirotacea; Holothuroidea; Echinozoa; Eleutherozoa; Echinodermata; Ambulacraria; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,307972,2279100,11345207,Apostichopus japonicus,Stichopodidae,Aspidochirotida,Holothuroidea,True,22,44,False,1,Apostichopus_japonicus,721060,Opisthokonta ,Animals,Holothuroidae,Aspidochirotida,Stichopodidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
