ref_id,doi,doi_url,authors,n_authors,year,title,journal,journal_normalized,journal_abbrev,volume,issue,pages,publisher,issn,publication_type,crossref_citation_count,si_ref_number,si_first_author,si_year,citation_verbatim,match_confidence,match_title_score,match_author_score,manual_review,review_note,flag_year_mismatch,flag_author_list_incomplete,flag_no_doi
mckinney2015,10.1111/1755-0998.12479,https://doi.org/10.1111/1755-0998.12479,"McKinney, G. J.; Seeb, L. W.; Larson, W. A.; Gomez‐Uchida, D.; Limborg, M. T.; Brieuc, M. S. O.; Everett, M. V.; Naish, K. A.; Waples, R. K.; Seeb, J. E.",10.0,2015,An integrated linkage map reveals candidate genes underlying adaptive variation in Chinook salmon (Oncorhynchus tshawytscha),Molecular Ecology Resources,Molecular Ecology Resources,Molecular Ecology Resources,16,3,769-783,Wiley,1755-098X,journal-article,46.0,228.0,McKinney,2016.0,"McKinney, G. J., L. W. Seeb, W. A. Larson, D. Gomez-Uchida, M. T. Limborg, M. S. O. Brieuc, M. V. Everett, K. A. Naish, R. K. Waples, and J. E. Seeb. 2016. An integrated linkage map reveals candidate genes underlying adaptive variation in Chinook salmon (Oncorhynchus tshawytscha). Molecular Ecology",high,100.0,100.0,,,True,False,False
liu2013a,10.1186/1471-2164-14-58,https://doi.org/10.1186/1471-2164-14-58,"Liu, Feng; Sun, Fei; Li, Jian; Xia, Jun Hong; Lin, Grace; Tu, Rong Jian; Yue, Gen Hua",7.0,2013,A microsatellite-based linkage map of salt tolerant tilapia (Oreochromis mossambicus x Oreochromis spp.) and mapping of sex-determining loci,BMC Genomics,BMC Genomics,BMC Genomics,14,1,,Springer Science and Business Media LLC,1471-2164,journal-article,86.0,229.0,Liu,2013.0,"Liu, F., F. Sun, J. Li, J. H. Xia, G. Lin, R. J. Tu, and G. H. Yue. 2013. A microsatellite-based linkage map of salt tolerant tilapia (Oreochromis mossambicus x Oreochromis spp.) and mapping of sex-determining loci. Bmc",high,100.0,100.0,,,False,False,False
kocher1998,10.1093/genetics/148.3.1225,https://doi.org/10.1093/genetics/148.3.1225,"Kocher, Thomas D; Lee, Woo-Jai; Sobolewska, Halina; Penman, David; McAndrew, Brendan",5.0,1998,"A Genetic Linkage Map of a Cichlid Fish, the Tilapia (Oreochromis niloticus)",Genetics,Genetics,,148,3,1225-1232,Oxford University Press (OUP),1943-2631,journal-article,228.0,230.0,Kocher,1998.0,"Kocher, T. D., W. J. Lee, H. Sobolewska, D. Penman, and B. McAndrew. 1998. A genetic linkage map of a cichlid fish, the tilapia (Oreochromis",high,100.0,100.0,,,False,False,False
sternstein2015,10.1186/s12863-015-0168-1,https://doi.org/10.1186/s12863-015-0168-1,"Sternstein, Ina; Reissmann, Monika; Maj, Dorota; Bieniek, Josef; Brockmann, Gudrun A",5.0,2015,A comprehensive linkage map and QTL map for carcass traits in a cross between Giant Grey and New Zealand White rabbits,BMC Genetics,BMC Genetics,BMC Genet,16,1,16,Springer Science and Business Media LLC,1471-2156,journal-article,9.0,231.0,Sternstein,2015.0,"Sternstein, I., M. Reissmann, D. Maj, J. Bieniek, and G. A. Brockmann. 2015. A comprehensive linkage map and QTL map for carcass traits in a cross between Giant Grey and New Zealand White rabbits. Bmc Genetics 16.",high,100.0,100.0,,,False,False,False
luo2016b,10.1016/s2095-3119(16)61465-x,https://doi.org/10.1016/s2095-3119(16)61465-x,"LUO, Xiang-dong; ZHAO, Jun; DAI, Liang-fang; ZHANG, Fan-tao; ZHOU, Yi; WAN, Yong; XIE, Jian-kun",7.0,2016,Linkage map construction and QTL mapping for cold tolerance in Oryza rufipogon Griff. at early seedling stage,Journal of Integrative Agriculture,Journal of Integrative Agriculture,Journal of Integrative Agriculture,15,12,2703-2711,Elsevier BV,2095-3119,journal-article,12.0,232.0,Luo,2016.0,"Luo, X. D., J. Zhao, L. F. Dai, F. T. Zhang, Y. Zhou, Y. Wan, and J. K. Xie. 2016. Linkage map construction and QTL mapping for cold tolerance in Oryza rufipogon Griff. at early seedling stage. Journal of Integrative Agriculture",high,100.0,100.0,,,False,False,False
deleon2016,10.1186/s12284-016-0125-2,https://doi.org/10.1186/s12284-016-0125-2,"De Leon, Teresa B.; Linscombe, Steven; Subudhi, Prasanta K.",3.0,2016,Molecular Dissection of Seedling Salinity Tolerance in Rice (Oryza sativa L.) Using a High-Density GBS-Based SNP Linkage Map,Rice,Rice,Rice,9,1,,Springer Science and Business Media LLC,1939-8425,journal-article,112.0,233.0,DeLeon,2016.0,"De Leon, T. B., S. Linscombe, and P. K. Subudhi. 2016. Molecular Dissection of Seedling Salinity Tolerance in Rice (Oryza sativa L.) Using a High-Density GBS-Based SNP Linkage Map. Rice 9.",high,100.0,92.3076923076923,,,False,False,False
harrang2015,10.1016/j.aquaculture.2015.06.019,https://doi.org/10.1016/j.aquaculture.2015.06.019,"Harrang, Estelle; Heurtebise, Serge; Faury, Nicole; Robert, Maeva; Arzul, Isabelle; Lapègue, Sylvie",6.0,2015,Can survival of European flat oysters following experimental infection with Bonamia ostreae be predicted using QTLs?,Aquaculture,Aquaculture,Aquaculture,448,,521-530,Elsevier BV,0044-8486,journal-article,16.0,234.0,Harrang,2015.0,"Harrang, E., S. Heurtebise, N. Faury, M. Robert, I. Arzul, and S. Lapegue. 2015. Can survival of European flat oysters following experimental infection with Bonamia ostreae be predicted using QTLs? Aquaculture 448:521-530.",high,100.0,100.0,,,False,False,False
johnston2016,10.1534/genetics.115.185553,https://doi.org/10.1534/genetics.115.185553,"Johnston, Susan E; Bérénos, Camillo; Slate, Jon; Pemberton, Josephine M",4.0,2016,Conserved Genetic Architecture Underlying Individual Recombination Rate Variation in a Wild Population of Soay Sheep ( Ovis aries ),Genetics,Genetics,,203,1,583-598,Oxford University Press (OUP),1943-2631,journal-article,179.0,235.0,Johnston,2017.0,"Johnston, S. E., C. Berenos, J. Slate, and J. M. Pemberton. 2016. Conserved Genetic Architecture Underlying Individual Recombination Rate Variation in a Wild Population of Soay Sheep (Ovis aries). Genetics 203:583-+.",high,100.0,100.0,,,True,False,False
poissant2010,10.1186/1471-2164-11-524,https://doi.org/10.1186/1471-2164-11-524,"Poissant, Jocelyn; Hogg, John T; Davis, Corey S; Miller, Joshua M; Maddox, Jillian F; Coltman, David W",6.0,2010,"Genetic linkage map of a wild genome: genomic structure, recombination and sexual dimorphism in bighorn sheep",BMC Genomics,BMC Genomics,BMC Genomics,11,1,524,Springer Science and Business Media LLC,1471-2164,journal-article,38.0,236.0,Poissant,2010.0,"Poissant, J., J. T. Hogg, C. S. Davis, J. M. Miller, J. F. Maddox, and D. W. Coltman. 2010. Genetic linkage map of a wild genome: genomic structure, recombination and sexual dimorphism in bighorn sheep. Bmc Genomics 11.",high,100.0,100.0,,,False,False,False
liu2012a,10.1534/g3.111.001503,https://doi.org/10.1534/g3.111.001503,"Liu, Linglong; Wu, Yanqi; Wang, Yunwen; Samuels, Tim",4.0,2012,A High-Density Simple Sequence Repeat-Based Genetic Linkage Map of Switchgrass,G3 Genes|Genomes|Genetics,G3: Genes|Genomes|Genetics,,2,3,357-370,Oxford University Press (OUP),2160-1836,journal-article,45.0,237.0,Liu,2012.0,"Liu, L. L., Y. Q. Wu, Y. W. Wang, and T. Samuels. 2012. A High-Density Simple Sequence Repeat-Based Genetic Linkage Map of Switchgrass. G3-",high,100.0,100.0,,,False,False,False
winter2009,10.1093/jhered/esp067,https://doi.org/10.1093/jhered/esp067,"Winter, C. B.; Porter, A. H.",2.0,2009,"AFLP Linkage Map of Hybridizing Swallowtail Butterflies, Papilio glaucus and Papilio canadensis",Journal of Heredity,Journal of Heredity,Journal of Heredity,101,1,83-90,Oxford University Press (OUP),0022-1503,journal-article,12.0,238.0,Winter,2010.0,"Winter, C. B., and A. H. Porter. 2010. AFLP Linkage Map of Hybridizing Swallowtail Butterflies, Papilio glaucus and Papilio canadensis. Journal of",high,100.0,100.0,,,True,False,False
cox2006,10.1016/j.ygeno.2006.03.020,https://doi.org/10.1016/j.ygeno.2006.03.020,"Cox, Laura A.; Mahaney, Michael C.; VandeBerg, John L.; Rogers, Jeffrey",4.0,2006,A second-generation genetic linkage map of the baboon (Papio hamadryas) genome,Genomics,Genomics,Genomics,88,3,274-281,Elsevier BV,0888-7543,journal-article,68.0,239.0,Cox,2006.0,"Cox, L. A., M. C. Mahaney, J. L. VandeBerg, and J. Rogers. 2006. A second-generation genetic linkage map of the baboon (Papio hamadryas) genome.",high,100.0,100.0,,,False,False,False
liu2013b,10.1111/jfb.12014,https://doi.org/10.1111/jfb.12014,"Liu, Y. X.; Han, H. Z.; Wang, Q. L.; Jiang, L.; Wang, S. L.; Zhang, X. Y.; Liu, Y.; Wang, Y. F.; Liu, Y. J.; Liu, H. J.",10.0,2013,Choice of microsatellite markers for identifying homozygosity of mitotic gynogenetic diploids in Japanese flounder Paralichthys olivaceus,Journal of Fish Biology,Journal of Fish Biology,Journal of Fish Biology,82,2,588-599,Wiley,0022-1112,journal-article,4.0,240.0,Song,2012.0,"Liu, Y. X., H. Z. Han, Q. L. Wang, L. Jiang, S. L. Wang, X. Y. Zhang, Y. Liu, Y. F. Wang, Y. J. Liu, and H. J. Liu. 2013. Choice of microsatellite markers for identifying homozygosity of mitotic gynogenetic diploids in Japanese flounder Paralichthys olivaceus. Journal of Fish Biology 82:588-599.",high,100.0,0.0,,,True,False,False
vanoers2013,10.1038/hdy.2013.107,https://doi.org/10.1038/hdy.2013.107,"van Oers, K; Santure, A W; De Cauwer, I; van Bers, N EM; Crooijmans, R PMA; Sheldon, B C; Visser, M E; Slate, J; Groenen, M AM",9.0,2013,Replicated high-density genetic maps of two great tit populations reveal fine-scale genomic departures from sex-equal recombination rates,Heredity,Heredity,Heredity,112,3,307-316,Springer Science and Business Media LLC,0018-067X,journal-article,55.0,241.0,vanOers,2014.0,"van Oers, K., A. W. Santure, I. De Cauwer, N. E. M. van Bers, R. Crooijmans, B. C. Sheldon, M. E. Visser, J. Slate, and M. A. M. Groenen. 2014. Replicated high-density genetic maps of two great tit populations reveal fine-scale genomic departures from sex-equal recombination rates. Heredity 112:307-",high,100.0,93.33333333333331,,,True,False,False
wang2017b,10.1038/s41559-017-0120,https://doi.org/10.1038/s41559-017-0120,"Wang, Shi; Zhang, Jinbo; Jiao, Wenqian; Li, Ji; Xun, Xiaogang; Sun, Yan; Guo, Ximing; Huan, Pin; Dong, Bo; Zhang, Lingling; Hu, Xiaoli; Sun, Xiaoqing; Wang, Jing; Zhao, Chengtian; Wang, Yangfan; Wang, Dawei; Huang, Xiaoting; Wang, Ruijia; Lv, Jia; Li, Yuli; Zhang, Zhifeng; Liu, Baozhong; Lu, Wei; Hui, Yuanyuan; Liang, Jun; Zhou, Zunchun; Hou, Rui; Li, Xue; Liu, Yunchao; Li, Hengde; Ning, Xianhui; Lin, Yu; Zhao, Liang; Xing, Qiang; Dou, Jinzhuang; Li, Yangping; Mao, Junxia; Guo, Haobing; Dou, Huaiqian; Li, Tianqi; Mu, Chuang; Jiang, Wenkai; Fu, Qiang; Fu, Xiaoteng; Miao, Yan; Liu, Jian; Yu, Qian; Li, Ruojiao; Liao, Huan; Li, Xuan; Kong, Yifan; Jiang, Zhi; Chourrout, Daniel; Li, Ruiqiang; Bao, Zhenmin",55.0,2017,Scallop genome provides insights into evolution of bilaterian karyotype and development,Nature Ecology & Evolution,Nature Ecology & Evolution,Nat Ecol Evol,1,5,,Springer Science and Business Media LLC,2397-334X,journal-article,426.0,242.0,Wang,2017.0,"Wang, S., J. Zhang, W. Jiao, J. Li, X. Xun, Y. Sun, X. Guo, P. Huan, B. Dong, L. Zhang, X. Hu, X. Sun, J. Wang, C. Zhao, Y. Wang, D. Wang, X. Huang, R. Wang, J. Lv, Y. Li, Z. Zhang, B. Liu, W. Lu, Y. Hui, J. Liang, Z. Zhou, R. Hou, X. Li, Y. Liu, H. Li, X. Ning, Y. Lin, L. Zhao, Q. Xing, J. Dou, Y. Li, J. Mao, H. Guo, H. Dou, T. Li, C. Mu, W. Jiang, Q. Fu, X. Fu, Y. Miao, J. Liu, Q. Yu, R. Li, H. Liao, X. Li, Y. Kong, Z. Jiang, D. Chourrout, R. Li, and Z. Bao. 2017. Scallop genome provides insights into evolution of bilaterian karyotype and",high,100.0,100.0,,,False,False,False
baranski2014,10.1371/journal.pone.0085413,https://doi.org/10.1371/journal.pone.0085413,"Baranski, Matthew; Gopikrishna, Gopalapillay; Robinson, Nicholas A.; Katneni, Vinaya Kumar; Shekhar, Mudagandur S.; Shanmugakarthik, Jayakani; Jothivel, Sarangapani; Gopal, Chavali; Ravichandran, Pitchaiyappan; Kent, Matthew; Arnyasi, Mariann; Ponniah, Alphis G.",12.0,2014,The Development of a High Density Linkage Map for Black Tiger Shrimp (Penaeus monodon) Based on cSNPs,PLoS ONE,PLOS ONE,PLoS ONE,9,1,e85413,Public Library of Science (PLoS),1932-6203,journal-article,62.0,243.0,Baranski,2014.0,"Baranski, M., G. Gopikrishna, N. A. Robinson, V. K. Katneni, M. S. Shekhar, J. Shanmugakarthik, S. Jothivel, C. Gopal, P. Ravichandran, M. Kent, M. Arnyasi, and A. G. Ponniah. 2014. The Development of a High Density Linkage Map for Black Tiger Shrimp (Penaeus monodon) Based on cSNPs.",high,100.0,100.0,,,False,False,False
punnuri2016,10.3835/plantgenome2015.10.0106,https://doi.org/10.3835/plantgenome2015.10.0106,"Punnuri, Somashekhar M.; Wallace, Jason G.; Knoll, Joseph E.; Hyma, Katie E.; Mitchell, Sharon E.; Buckler, Edward S.; Varshney, Rajeev K.; Singh, Bharat P.",8.0,2016,Development of a High‐Density Linkage Map and Tagging Leaf Spot Resistance in Pearl Millet Using Genotyping‐by‐Sequencing Markers,The Plant Genome,The Plant Genome,The Plant Genome,9,2,,Wiley,1940-3372,journal-article,29.0,244.0,Punnuri,2016.0,"Punnuri, S. M., J. G. Wallace, J. E. Knoll, K. E. Hyma, S. E. Mitchell, E. S. Buckler, R. K. Varshney, and B. P. Singh. 2016. Development of a High-Density Linkage Map and Tagging Leaf Spot Resistance in Pearl Millet Using Genotyping-by-Sequencing Markers. Plant Genome 9.",high,100.0,100.0,,,False,False,False
kenneyhunt2014,10.1007/s00335-014-9500-8,https://doi.org/10.1007/s00335-014-9500-8,"Kenney-Hunt, Jane; Lewandowski, Adrienne; Glenn, Travis C.; Glenn, Julie L.; Tsyusko, Olga V.; O’Neill, Rachel J.; Brown, Judy; Ramsdell, Clifton M.; Nguyen, Quang; Phan, Tony; Shorter, Kimberly R.; Dewey, Michael J.; Szalai, Gabor; Vrana, Paul B.; Felder, Michael R.",15.0,2014,A genetic map of Peromyscus with chromosomal assignment of linkage groups (a Peromyscus genetic map),Mammalian Genome,Mammalian Genome,Mamm Genome,25,3-4,160-179,Springer Science and Business Media LLC,0938-8990,journal-article,26.0,245.0,Kenney-Hunt,2014.0,"Kenney-Hunt, J., A. Lewandowski, T. C. Glenn, J. L. Glenn, O. V. Tsyusko, R. J. O’Neill, J. Brown, C. M. Ramsdell, Q. Nguyen, T. Phan, K. R. Shorter, M. J. Dewey, G. Szalai, P. B. Vrana, and M. R. Felder. 2014. A genetic map of Peromyscus with chromosomal assignment of linkage groups (a Peromyscus",high,100.0,100.0,,,False,False,False
borrone2009,,,"Borrone, J. W., J. S. Brown, C. L. Tondo, M. Mauro-Herrera, D. N. Kuhn, H. A. Violi, R. T. Sautter, and R. J. Schnell",,2009,An EST-SSR-based linkage map for Persea americana Mill. (avocado),Tree Genetics & Genomes,Tree Genetics & Genomes,,5,,553-,,,journal-article,,246.0,Borrone,2009.0,"Borrone, J. W., J. S. Brown, C. L. Tondo, M. Mauro-Herrera, D. N. Kuhn, H. A. Violi, R. T. Sautter, and R. J. Schnell. 2009. An EST-SSR-based linkage map for Persea americana Mill. (avocado). Tree Genetics & Genomes 5:553-",unresolved,,,,Page range truncated in the supplementary PDF.,False,False,True
bossolini2011,10.1139/g10-116,https://doi.org/10.1139/g10-116,"Bossolini, Eligio; Klahre, Ulrich; Brandenburg, Anna; Reinhardt, Didier; Kuhlemeier, Cris",5.0,2011,High resolution linkage maps of the model organism Petunia reveal substantial synteny decay with the related genome of tomato,Genome,Genome,Genome,54,4,327-340,Canadian Science Publishing,0831-2796,journal-article,32.0,247.0,Bossolini,2011.0,"Bossolini, E., U. Klahre, A. Brandenburg, D. Reinhardt, and C. Kuhlemeier. 2011. High resolution linkage maps of the model organism Petunia reveal substantial synteny decay with the related, genome of tomato. Genome",high,100.0,100.0,,,False,False,False
malkus2009,10.1007/s10658-009-9454-y,https://doi.org/10.1007/s10658-009-9454-y,"Malkus, Arkadiusz; Song, Qijian; Cregan, Perry; Arseniuk, Edward; Ueng, Peter P.",5.0,2009,"Genetic linkage map of Phaeosphaeria nodorum, the causal agent of stagonospora nodorum blotch disease of wheat",European Journal of Plant Pathology,European Journal of Plant Pathology,Eur J Plant Pathol,124,4,681-690,Springer Science and Business Media LLC,0929-1873,journal-article,8.0,248.0,Malkus,2009.0,"Malkus, A., Q. Song, P. Cregan, E. Arseniuk, and P. P. Ueng. 2009. Genetic linkage map of Phaeosphaeria nodorum, the causal agent of stagonospora nodorum blotch disease of wheat. European Journal of Plant Pathology",high,100.0,100.0,,,False,False,False
gutierrez2011,10.1007/s12041-011-0085-7,https://doi.org/10.1007/s12041-011-0085-7,"GUTIÉRREZ, MARÍA LAURA; GARCÍA, GRACIELA",2.0,2011,A preliminary linkage map using spotted melanic laboratory strains of the livebearing fish Phalloceros caudimaculatus var. reticulata (Cyprinodontiformes: Poeciliidae),Journal of Genetics,Journal of Genetics,J Genet,92,S2,66-71,Springer Science and Business Media LLC,0022-1333,journal-article,1.0,249.0,Gutierrez,2011.0,"Gutierrez, M. L., and G. Garcia. 2011. A preliminary linkage map using spotted melanic laboratory strains of the livebearing fish Phalloceros caudimaculatus var. reticulata (Cyprinodontiformes: Poeciliidae). Journal of",high,100.0,88.88888888888889,,,False,False,False
